factor_de_expansion;id_hog;zona;region_de_planificacion;tipo_de_vivienda;tipo_de_tenencia_de_la_vivienda;mensualidad_pagada_por_la_vivienda;material_de_las_paredes_exteriores_de_la_vivienda;material_del_techo_de_la_vivienda;material_del_piso_de_la_vivienda;la_vivienda_tiene_cielo_raso;condicion_de_hacinamiento_segun_aposentos;total_de_aposentos_de_la_vivienda;tipo_de_conexion_al_servicio_de_internet;tenenciaCompuP;tenenciaCompuE;tenenciaCompu;tenenciaTab;tenenciaCel;tenenciaDisMov;tenenciaTIC;cantidad_de_telefonos_celulares;cantidad_de_tabletas;cantidad_de_computadoras_portatiles;cantidad_de_computadoras_de_escritorio;nivel_de_pobreza;ingreso_total_del_hogar_neto;ingreso_per_capita_del_hogar_neto;quintil_de_ingreso_per_capita_del_hogar_neto;quintil_de_ingreso_per_capita_del_hogar_por_zona;quintil_de_ingreso_per_capita_del_hogar_neto_por_region_de_planificacion;jefe_sexo;jefe_edad;jefe_estado_conyugal;jefe_nivel_de_instruccion;jefe_tipo_de_centro_educativo_al_que_asiste_o_asistio;jefe_dominio_de_un_segundo_idioma;jefe_condicion_de_actividad;jefe_ocupacion_en_el_empleo_principal_cocr_2011;jefe_condicion_de_aseguramiento;jefe_recibio_ingreso_pension_alimenticia;jefe_asistencia_a_educacion_formal;jefe_estudiante;cantidad_personas;cantidad_hombres;cantidad_mujeres;estudiantes_preescolar;estudiantes_escuela;estudiantes_colegio;estudiantes_parauniversitaria;estudiantes_universitaria;estudiantes_enseñanza_especial;estudiantes_otro_formal;estudiantes_no_formal;estudiantes;estudiantes_con_beca;total_en_becas;estudiantes_centro_publico;estudiantes_centro_privado;personas_segundo_idioma;cantidad_ocupados;cantidad_desempleados;cantidad_fuera_de_ft;menores_de_15;mayores_de_64;pensionados
256;283_7_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;3;0;0;0;No pobre;826,691,666,666,667;275,563,888,888,889;Q4: Más de 240898 a 459848;4;3;Hombre;34;Casado(a);Educación superior de pregrado y grado;Privado;No;Ocupado;Personal de apoyo administrativo;Asalariado;No;No asiste;No;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0
255;283_8_1;Urbana;Central;En fila o contigua;Alquilada;80000;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;Por cable coaxial;No;No;No;No;Sí;Sí;Sí;1;0;0;0;Pobreza no extrema;273300;91100;Q2: Más de 87944 a 144395;1;1;Mujer;29;Soltero(a);Primaria completa;Público;No;Ocupado;Ocupaciones elementales;Voluntario;Sí;No asiste;No;3;2;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;2;0;0
234;283_9_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;NA;No;No;No;No;No;No;No;0;0;0;0;Pobreza no extrema;177,666,666,666,667;888,333,333,333,333;Q2: Más de 87944 a 144395;1;1;Hombre;82;Casado(a);Primaria completa;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen no contributivo monto básico;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2
245;283_10_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por cable coaxial;Sí;No;Sí;Sí;Sí;Sí;Sí;5;2;1;0;No pobre;633,733,333,333,333;158,433,333,333,333;Q3: Más de 144395 a 240898;2;2;Hombre;47;Casado(a);Primaria completa;Público;No;Desempleado abierto;NA;Trabajador independiente;No;No asiste;No;4;3;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;0;0
278;283_12_1;Urbana;Central;Casa Independiente;Otra tenencia (cedida, prestada);NA;Madera;Lámina de metal o zinc;Cemento (lujado o no);No;Vivienda no hacinada;8;Por cable coaxial;Sí;No;Sí;No;No;No;Sí;0;0;1;0;No pobre;702100;140420;Q2: Más de 87944 a 144395;2;2;Mujer;62;Casado(a);Primaria completa;Público;No;Fuera de la fuerza de trabajo;NA;Voluntario;No;No asiste;No;5;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0
167;598_1_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Zócalo (con madera, zinc o fibrocemento);Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;NA;No;No;No;No;Sí;Sí;Sí;1;0;0;0;Pobreza no extrema;111,093,333,333,333;555,466,666,666,667;Q1: 87944 ó menos;1;1;Hombre;74;Casado(a);Sin nivel de instrucción;Nunca ha asistido;No;Ocupado;Ocupaciones elementales;Pensionado del régimen no contributivo monto básico;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1
158;598_3_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;4;NA;No;No;No;No;Sí;Sí;Sí;3;0;0;0;No pobre;435050;108762,5;Q2: Más de 87944 a 144395;2;2;Hombre;56;En unión libre o juntado(a);Sin nivel de instrucción;Nunca ha asistido;No;Fuera de la fuerza de trabajo;NA;Mediante convenio (asociaciones, sindicatos, cooperativas, etc.);No;No asiste;No;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0
157;598_4_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;4;0;0;0;No pobre;383960;127,986,666,666,667;Q2: Más de 87944 a 144395;3;2;Hombre;61;Casado(a);Primaria completa;Público;No;Ocupado;Ocupaciones elementales;Trabajador independiente;No;No asiste;No;3;1;2;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0
185;598_5_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Madera;Lámina de metal o zinc;Cemento (lujado o no);No;Vivienda no hacinada;4;Por cable coaxial;Sí;No;Sí;No;No;No;Sí;0;0;1;0;Pobreza no extrema;137000;456,666,666,666,667;Q1: 87944 ó menos;1;1;Hombre;65;Casado(a);Primaria incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;1
154;598_6_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Madera;Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;5;Por cable coaxial;No;No;No;No;Sí;Sí;Sí;4;0;0;0;No pobre;620,333,333,333,333;206,777,777,777,778;Q3: Más de 144395 a 240898;4;3;Mujer;57;Viudo(a);Primaria completa;Público;No;Ocupado;Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros;Mediante convenio (asociaciones, sindicatos, cooperativas, etc.);No;No asiste;No;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
155;598_7_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;3;NA;No;No;No;No;No;No;No;0;0;0;0;Pobreza no extrema;127200;63600;Q1: 87944 ó menos;1;1;Hombre;78;Casado(a);Primaria incompleta;Público;No;Ocupado;Ocupaciones elementales;Mediante convenio (asociaciones, sindicatos, cooperativas, etc.);No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0
152;598_9_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;NA;No;No;No;No;No;No;No;0;0;0;0;No pobre;888,333,333,333,333;888,333,333,333,333;Q2: Más de 87944 a 144395;2;1;Mujer;92;Viudo(a);Primaria incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1
165;598_10_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Zócalo (con madera, zinc o fibrocemento);Lámina de metal o zinc;Cemento (lujado o no);Sí;Vivienda no hacinada;5;Por teléfono fijo;No;No;No;No;Sí;Sí;Sí;1;0;0;0;No pobre;534240;534240;Q5: Más de 459848;5;5;Hombre;48;Soltero(a);Primaria completa;Público;No;Ocupado;Ocupaciones elementales;No asegurado;No;No asiste;No;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
170;598_11_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Zócalo (con madera, zinc o fibrocemento);Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por cable coaxial;Sí;No;Sí;No;Sí;Sí;Sí;3;0;1;0;No pobre;6.00E+05;150000;Q3: Más de 144395 a 240898;3;2;Hombre;39;Casado(a);Primaria completa;Público;No;Ocupado;Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros;Voluntario;No;No asiste;No;4;3;1;1;1;0;0;0;0;0;0;2;0;0;2;0;0;1;0;1;2;0;0
152;598_12_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;NA;No;No;No;No;No;No;No;0;0;0;0;No pobre;338,833,333,333,333;169,416,666,666,667;Q3: Más de 144395 a 240898;3;3;Mujer;82;Viudo(a);Sin nivel de instrucción;Nunca ha asistido;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen no contributivo monto básico;No;No asiste;No;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1
160;598_2_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;5;Por teléfono fijo;Sí;No;Sí;No;Sí;Sí;Sí;3;0;1;0;No pobre;432157,4;108039,35;Q2: Más de 87944 a 144395;2;2;Hombre;27;En unión libre o juntado(a);Primaria completa;Público;No;Ocupado;Ocupaciones elementales;Mediante convenio (asociaciones, sindicatos, cooperativas, etc.);No;No asiste;No;4;1;3;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;2;0;0
164;599_1_1;Rural;Central;Casa Independiente;Otra tenencia (cedida, prestada);NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;3;0;0;0;Pobreza no extrema;147075;49025;Q1: 87944 ó menos;1;1;Hombre;25;Casado(a);Primaria completa;Público;No;Ocupado;Ocupaciones elementales;Voluntario;No;No asiste;No;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0
171;599_2_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Madera;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;3;0;0;0;Pobreza no extrema;147075;49025;Q1: 87944 ó menos;1;1;Hombre;52;Casado(a);Primaria completa;Público;No;Ocupado;Ocupaciones elementales;Voluntario;No;No asiste;No;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0
185;599_3_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;6;Por dispositivos móviles (SIM);Sí;No;Sí;No;Sí;Sí;Sí;5;0;1;0;No pobre;533,333,333,333,333;133,333,333,333,333;Q2: Más de 87944 a 144395;3;2;Hombre;52;Casado(a);Primaria completa;Público;No;Ocupado;Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros;Trabajador independiente;No;No asiste;No;4;2;2;0;0;0;0;2;0;0;0;2;2;2.00E+05;2;0;0;1;0;3;0;0;0
166;599_4_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por dispositivos móviles (SIM);Sí;No;Sí;No;Sí;Sí;Sí;4;0;1;0;No pobre;483,296,666,666,667;966,593,333,333,333;Q2: Más de 87944 a 144395;2;2;Hombre;57;Casado(a);Primaria incompleta;Público;No;Ocupado;Trabajadores de los servicios y vendedores de comercios y mercados;Asalariado;No;No asiste;No;5;3;2;0;1;2;0;0;0;0;0;3;0;0;3;0;0;1;0;3;1;0;0
146;599_5_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;NA;Sí;No;Sí;No;Sí;Sí;Sí;5;0;1;0;No pobre;325000;325000;Q4: Más de 240898 a 459848;5;4;Mujer;76;Viudo(a);Primaria incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1
167;599_6_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Zócalo (con madera, zinc o fibrocemento);Fibrocemento;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;NA;No;No;No;No;No;No;No;0;0;0;0;No pobre;345263,2;345263,2;Q4: Más de 240898 a 459848;5;4;Hombre;45;Soltero(a);Primaria incompleta;Público;No;Ocupado;Ocupaciones elementales;Asalariado;No;No asiste;No;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
168;599_7_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;6;NA;No;No;No;No;Sí;Sí;Sí;3;0;0;0;Pobreza no extrema;326760;46680;Q1: 87944 ó menos;1;1;Mujer;54;Viudo(a);Primaria incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Familiar asegurado directo;No;No asiste;No;7;1;6;0;2;2;0;0;0;0;0;4;0;0;4;0;0;1;0;3;3;0;0
157;599_8_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;5;NA;No;No;No;No;Sí;Sí;Sí;1;0;0;0;Pobreza extrema;101760;33920;Q1: 87944 ó menos;1;1;Hombre;27;En unión libre o juntado(a);Primaria completa;Público;No;Ocupado;Ocupaciones elementales;Mediante convenio (asociaciones, sindicatos, cooperativas, etc.);No;No asiste;No;3;1;2;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0
170;599_9_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;5;NA;No;No;No;No;Sí;Sí;Sí;1;0;0;0;Pobreza extrema;101760;25440;Q1: 87944 ó menos;1;1;Mujer;26;Casado(a);Primaria completa;Público;No;Fuera de la fuerza de trabajo;NA;Familiar asegurado directo;No;No asiste;No;4;2;2;0;2;0;0;0;0;0;0;2;0;0;2;0;0;1;0;1;2;0;0
167;599_10_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por teléfono fijo;No;No;No;No;Sí;Sí;Sí;3;0;0;0;Pobreza no extrema;175880;586,266,666,666,667;Q1: 87944 ó menos;1;1;Hombre;33;Casado(a);Secundaria académica incompleta;Público;No;Ocupado;Ocupaciones elementales;No asegurado;No;No asiste;No;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0
161;599_11_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;6;Por teléfono fijo;No;No;No;No;Sí;Sí;Sí;3;0;0;0;No pobre;584000;146000;Q3: Más de 144395 a 240898;3;2;Mujer;65;Casado(a);Primaria completa;Público;No;Fuera de la fuerza de trabajo;NA;Familiar de pensionado;No;No asiste;No;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;2;1
170;599_12_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;5;Por teléfono fijo;No;No;No;No;Sí;Sí;Sí;3;0;0;0;Pobreza no extrema;392225,6;78445,12;Q1: 87944 ó menos;2;1;Hombre;46;Casado(a);Primaria completa;Público;No;Ocupado;Ocupaciones elementales;Asalariado;No;No asiste;No;5;2;3;1;1;1;0;0;0;0;0;3;0;0;3;0;0;1;0;1;3;0;0
152;600_1_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;NA;No;No;No;No;Sí;Sí;Sí;1;0;0;0;No pobre;567,666,666,666,667;283,833,333,333,333;Q4: Más de 240898 a 459848;4;4;Hombre;40;Divorciado(a);Primaria completa;Público;No;Ocupado;Ocupaciones elementales;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;2
168;600_2_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por cable coaxial;Sí;No;Sí;No;Sí;Sí;Sí;5;0;1;0;No pobre;415,833,333,333,333;103,958,333,333,333;Q2: Más de 87944 a 144395;2;2;Hombre;49;Casado(a);Primaria incompleta;Público;No;Ocupado;Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros;Trabajador independiente;No;No asiste;No;4;2;2;0;0;1;0;1;0;0;0;2;1;90000;2;0;0;2;0;2;0;0;0
172;600_3_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por dispositivos móviles (SIM);Sí;No;Sí;No;Sí;Sí;Sí;5;0;1;0;No pobre;1040000;260000;Q4: Más de 240898 a 459848;4;3;Hombre;37;Casado(a);Secundaria académica incompleta;Público;No;Ocupado;Operadores de instalaciones y máquinas y ensambladores;Trabajador independiente;No;No asiste;No;4;3;1;0;1;1;0;0;0;0;0;2;0;0;2;0;0;1;0;2;1;0;0
168;600_4_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Zócalo (con madera, zinc o fibrocemento);Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por fibra óptica;Sí;No;Sí;No;Sí;Sí;Sí;4;0;1;0;No pobre;494000;164,666,666,666,667;Q3: Más de 144395 a 240898;3;3;Mujer;44;Divorciado(a);Primaria completa;Público;No;Ocupado;Trabajadores de los servicios y vendedores de comercios y mercados;No asegurado;No;No asiste;No;3;2;1;0;0;1;0;1;0;0;0;2;1;20000;1;1;0;1;1;1;0;0;0
165;600_5_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por cable coaxial;No;No;No;No;Sí;Sí;Sí;5;0;0;0;No pobre;666,666,666,666,667;166,666,666,666,667;Q3: Más de 144395 a 240898;3;3;Hombre;48;Casado(a);Primaria incompleta;Público;No;Ocupado;Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros;No asegurado;No;No asiste;No;4;1;3;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;3;0;0;0
161;600_6_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;NA;No;No;No;No;Sí;Sí;Sí;1;0;0;0;No pobre;394030;394030;Q4: Más de 240898 a 459848;5;4;Hombre;51;Divorciado(a);Primaria completa;Público;No;Ocupado;Oficiales, operarios y artesanos de artes mecánicas y de otros oficios;No asegurado;No;No asiste;No;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
167;600_8_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;6;Por fibra óptica;Sí;No;Sí;No;Sí;Sí;Sí;4;0;1;0;No pobre;572325;143081,25;Q2: Más de 87944 a 144395;3;2;Hombre;43;Casado(a);Secundaria académica incompleta;Público;No;Ocupado;Oficiales, operarios y artesanos de artes mecánicas y de otros oficios;Asalariado;No;No asiste;No;4;2;2;0;0;2;0;0;0;0;0;2;0;0;2;0;0;1;0;3;0;0;0
185;600_9_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por cable coaxial;Sí;No;Sí;No;Sí;Sí;Sí;4;0;1;0;No pobre;972,750,533,333,333;243,187,633,333,333;Q4: Más de 240898 a 459848;4;3;Hombre;58;Casado(a);Primaria completa;Público;No;Ocupado;Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros;Mediante convenio (asociaciones, sindicatos, cooperativas, etc.);No;No asiste;No;4;1;3;0;0;0;0;1;0;0;0;1;0;0;0;1;0;2;2;0;0;0;0
167;600_10_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;NA;No;No;No;No;Sí;Sí;Sí;1;0;0;0;Pobreza no extrema;81200;81200;Q1: 87944 ó menos;2;1;Mujer;80;Viudo(a);Primaria incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Mediante convenio (asociaciones, sindicatos, cooperativas, etc.);No;No asiste;No;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
170;600_11_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por cable coaxial;Sí;No;Sí;No;Sí;Sí;Sí;4;0;1;0;No pobre;8.00E+05;133,333,333,333,333;Q2: Más de 87944 a 144395;3;2;Hombre;50;Casado(a);Primaria completa;Público;No;Ocupado;Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros;Voluntario;No;No asiste;No;6;3;3;0;1;0;0;2;0;0;0;3;0;0;1;2;0;1;0;4;1;0;0
165;600_12_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por cable coaxial;No;No;No;No;Sí;Sí;Sí;3;0;0;0;No pobre;260000;130000;Q2: Más de 87944 a 144395;3;2;Hombre;58;Casado(a);Primaria completa;Público;No;Ocupado;Oficiales, operarios y artesanos de artes mecánicas y de otros oficios;Voluntario;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
152;597_1_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Madera;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;3;NA;No;No;No;No;No;No;No;0;0;0;0;No pobre;130000;130000;Q2: Más de 87944 a 144395;3;2;Hombre;81;Viudo(a);Primaria incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1
161;597_3_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Madera;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por cable coaxial;No;No;No;No;Sí;Sí;Sí;3;0;0;0;No pobre;337875;168937,5;Q3: Más de 144395 a 240898;3;3;Hombre;67;Casado(a);Primaria incompleta;Público;No;Ocupado;Ocupaciones elementales;Voluntario;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0
166;597_4_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;8;Por cable coaxial;Sí;No;Sí;No;Sí;Sí;Sí;6;0;2;0;No pobre;628000;125600;Q2: Más de 87944 a 144395;3;2;Hombre;54;Casado(a);Primaria completa;Público;No;Ocupado;Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros;Mediante convenio (asociaciones, sindicatos, cooperativas, etc.);No;No asiste;No;5;2;3;0;0;1;0;2;0;0;0;3;2;340000;3;0;1;1;0;3;1;0;0
151;597_5_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por cable coaxial;No;No;No;No;Sí;Sí;Sí;3;0;0;0;No pobre;318000;159000;Q3: Más de 144395 a 240898;3;2;Hombre;56;Casado(a);Primaria completa;Público;No;Ocupado;Ocupaciones elementales;Voluntario;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
160;597_6_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por cable coaxial;Sí;No;Sí;No;Sí;Sí;Sí;3;0;1;0;No pobre;805,581,303,808,704;268,527,101,269,568;Q4: Más de 240898 a 459848;4;3;Hombre;69;Casado(a);Primaria incompleta;Público;No;Ocupado;Trabajadores de los servicios y vendedores de comercios y mercados;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;2;1
160;597_7_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;3;0;0;0;No pobre;482640;160880;Q3: Más de 144395 a 240898;3;2;Hombre;40;Casado(a);Secundaria académica completa;Público;No;Ocupado;Ocupaciones elementales;Mediante convenio (asociaciones, sindicatos, cooperativas, etc.);No;No asiste;No;3;1;2;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0
